id,user_id,place_guess,latitude,longitude,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,species_guess,scientific_name,field:flower bee is visiting,field:location name,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
13124676,754260,"Crook County, US-OR, US",44.07750258,-120.29941133,,Crook,Oregon,United States,Oregon,western stoneseed,Lithospermum ruderale,,"Maury Mtns, Ochoco NF, FS road 16, 7 mi S of OR 380",1,net,EW,51,,
13124690,754260,"Crook County, US-OR, US",44.07753373,-120.29917998,,Crook,Oregon,United States,Oregon,foothill deathcamas,Toxicoscordion paniculatum,,"Maury Mtns, Ochoco NF, FS road 16, 7 mi S of OR 380",1,net,EW,52,,
13125699,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.6025580215,-123.2639647835,,Benton,Oregon,United States,Oregon,Himalayan Blackberry,Rubus bifrons,,"",36,net,JLP,42,"",""
13135171,754260,"6613 SW West Hills Rd, Corvallis, OR 97333, USA",44.558056,-123.326945,,Benton,Oregon,United States,Oregon,Bee found dead,,,Barb's front yard,1,net,EW,53,,
13148120,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1339534996,-123.3737901786,,Yamhill,Oregon,United States,Oregon,,Hypochaeris radicata,,gvr blvd/pond,2,net,jt,35,"",""
13148273,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.134887076,-123.3738420625,,Yamhill,Oregon,United States,Oregon,Ookow,Dichelostemma congestum,,gvr blvd,1,net,jt,36,"",""
13150159,816767,"21800 SW Latham Rd, McMinnville, OR, US",45.135208061,-123.37310588,,Yamhill,Oregon,United States,Oregon,,Sidalcea,,gvr woodland/blvd,1,net,jt,37,"",""
13150867,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1353476197,-123.3732350451,,Yamhill,Oregon,United States,Oregon,oxeye daisy,Leucanthemum vulgare,,gvr blvd/wdland,2,net,jt,38,"",""
13158089,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59912095,-123.31508822,,Benton,Oregon,United States,Oregon,Common Woolly Sunflower,Eriophyllum lanatum,,backyard,2,net,EW,54,,
13158571,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1341408352,-123.3731767071,,Yamhill,Oregon,United States,Oregon,,Heuchera sanguinea,,gvr yard,1,net,jt,39,"",""
13158948,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59922125,-123.31488715,,Benton,Oregon,United States,Oregon,Glaucous Beardtongue,Penstemon euglaucus,,backyard,2,net,EW,55,,
13163174,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1340655657,-123.3729618789,,Yamhill,Oregon,United States,Oregon,nodding onion,Allium cernuum,,gvr yd,1,net,jt,40,"",""
13163298,792468,"12275 SE Burns Rd, McMinnville, OR, US",45.1692111834,-123.1829912096,,Yamhill,Oregon,United States,Oregon,virgate scorpionweed,Phacelia heterophylla,,"McMinnville, O'Loughlin Farms",8,net,Mol,177,"",""
13163558,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1337566926,-123.3729506471,,Yamhill,Oregon,United States,Oregon,blueblossom,Ceanothus thyrsiflorus,,gvr yd,4,net,jt,41,"",""
13163961,816767,"17555 SW Gopher Valley Rd, Sheridan, OR, US",45.1332196221,-123.3732516413,,Yamhill,Oregon,United States,Oregon,,Eriophyllum lanatum integrifolium,,gvr hedge,2,net,jt,42,"",""
13181449,792083,"2895 Cloverdale Dr SE, Turner, OR, US",44.8179236055,-123.0014636089,,Marion,Oregon,United States,Oregon,Spirea,Spiraea,,"Horses of Hope, Turner Oregon",2,net,KDZ,17,"",""
13186912,754260,"Oregon, US",44.5877234344,-123.3646405732,,Benton,Oregon,United States,Oregon,Willamette Fleabane,Erigeron decumbens,,backyard,1,net,EW,56,,
13187267,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59883232,-123.31497874,,Benton,Oregon,United States,Oregon,Aspen Fleabane,Erigeron speciosus,,backyard,1,net,EW,57,,
13187562,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59898308,-123.31508689,,Benton,Oregon,United States,Oregon,narrowleaf onion,Allium amplectens,,backyard,4,net,EW,58,,
13187870,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59880174,-123.31518423,,Benton,Oregon,United States,Oregon,common woolly sunflower,Eriophyllum lanatum,,backyard,3,net,EW,59,,
13189713,843723,"Deschutes Co, Bend, Tumalo, 18925 Pinehurst Rd.",44.145914,-121.376678,,Deschutes,Oregon,United States,Oregon,Oxeye Daisy,Leucanthemum vulgare,,"Bend, Tumalo, Pinehurst Rd.",4,net,RLP,68,,
13189827,843723,"Deschutes Co, Bend, Tumalo, 18925 Pinehurst Rd.",44.145914,-121.376678,,Deschutes,Oregon,United States,Oregon,Rocky Mountain Penstemon,Penstemon strictus,,"Bend, Tumalo, Pinehurst Rd.",2,net,RLP,69,,
13211973,792468,"233 SE Davis St, McMinnville, OR, US",45.2074927927,-123.1959441602,,Yamhill,Oregon,United States,Oregon,California Poppy,Eschscholzia californica,,McMinnville SE Lincoln St,1,net,Mol,178,"",""
13216715,175529,"3700 NW Highland Dr, Corvallis, OR, US",44.6038827813,-123.2642319148,,Benton,Oregon,United States,Oregon,Clovers,Trifolium,,"",11,net,JLP,43,"",""
13237759,754260,"2800 NW 29th St, Corvallis, OR 97330, USA",44.59405253,-123.28660501,,Benton,Oregon,United States,Oregon,Japanese Spiraea,Spiraea japonica,,Hidden Creek Unit 21,2,net,EW,60,,
13270120,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59918948,-123.31475778,,Benton,Oregon,United States,Oregon,common woolly sunflower,Eriophyllum lanatum,,backyard,1,net,EW,61,,
13271889,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59924763,-123.31498665,,Benton,Oregon,United States,Oregon,white brodiaea,Triteleia hyacinthina,,backyard,1,net,EW,62,,
13276946,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.5992795,-123.31516274,,Benton,Oregon,United States,Oregon,Great Blanketflower,Gaillardia aristata,,backyard,1,net,EW,63,,
13286421,841568,"Wallowa County, OR, USA",45.3869,-116.7699,,Wallowa,Oregon,United States,Oregon,Pacific Ninebark,Physocarpus capitatus,,"Imnaha, 12 miles south-southeast of",14,net,LOH,24,,
13286775,841568,"Wallowa County, OR, USA",45.2471,-116.8272,,Wallowa,Oregon,United States,Oregon,Tonella floribunda,Tonella floribunda,,"Joseph, 20 miles east-southeast",14,net,LOH,25,,
13287320,841568,"Baker County, OR, USA",44.6753,-118.2139,,Baker,Oregon,United States,Oregon,Nodding Microseris,Microseris nutans,,"Baker City, 19 miles west-southwest of.",10,net,LOH,26,,
13287935,841568,"Baker County, OR, USA",44.6694,-118.3752,,Baker,Oregon,United States,Oregon,Hot Rock Penstemon,Penstemon deustus,,"Baker City, 25 miles west-southwest of",17,net,LOH,27,,
13288223,841568,"Wheeler County, OR, USA",44.5059,-119.9341,,Wheeler,Oregon,United States,Oregon,Catseyes,Cryptantha,,"Mitchell, 11 miles east-southeast of",3,net,LOH,28,,
13291164,754260,"6613 SW West Hills Rd, Corvallis, OR 97333, USA",44.558028,-123.326839,,Benton,Oregon,United States,Oregon,Velvet Ant found dying,,,Barb's garage floor,1,net,EW,64,,
13338607,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2581719636,-123.07423517,,Yamhill,Oregon,United States,Oregon,Fireweed,Chamaenerion angustifolium,,"Dayton, Winter's Hill Estate",4,net,Mol,179,"",""
13338921,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25805526,-123.074309963,,Yamhill,Oregon,United States,Oregon,Checkerblooms,Sidalcea,,"Dayton, Winter's Hill Estate",1,net,Mol,180,"",""
13339586,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.258728165,-123.0741884235,,Yamhill,Oregon,United States,Oregon,Ocean Spray,Holodiscus discolor,,Dayton Winter's Hill Estate,2,net,Mol,181,"",""
13339669,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2588288546,-123.0741512504,,Yamhill,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,Dayton Winter's Hill Estate,1,net,Mol,182,"",""
13339787,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2588939864,-123.0741128962,,Yamhill,Oregon,United States,Oregon,lupines,Lupinus,,Dayton Winter's Hill Estate,1,net,Mol,183,"",""
13339882,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2588781419,-123.0739533851,,Yamhill,Oregon,United States,Oregon,Salsifies,Tragopogon dubius,,Dayton Winter's Hill Estate,1,net,Mol,184,"",""
13340048,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2591683625,-123.073668728,,Yamhill,Oregon,United States,Oregon,common woolly sunflower,Eriophyllum lanatum,,Dayton Winter's Hill Estate,1,net,Mol,185,"",""
13340739,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2595134521,-123.0732771062,,Yamhill,Oregon,United States,Oregon,Common Cat's-ear,Hypochaeris radicata,,"Dayton, Winter's Hill Estate",5,net,Mol,186,"",""
13342107,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.2583336839,-123.0741188931,,Yamhill,Oregon,United States,Oregon,Slender Cinquefoil,Potentilla gracilis,,"Dayton, Winter's Hill Estate",15,net,MOL,187,"",""
13342290,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.258117416,-123.0743698667,,Yamhill,Oregon,United States,Oregon,Goatsbeard,Aruncus dioicus,,"Dayton, Winter's Hill Estate",5,net,Mol,188,"",""
13343138,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.5990728,-123.31529703,,Benton,Oregon,United States,Oregon,Common Woolly Sunflower,Eriophyllum lanatum,,backyard,3,net,EW,65,,
13343257,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.258248894,-123.0744431689,,Yamhill,Oregon,United States,Oregon,Common Woolly Sunflower,Eriophyllum lanatum,,"Dayton, Winter's Hill Estate",4,net,Mol,189,"",""
13343690,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59915546,-123.31542566,,Benton,Oregon,United States,Oregon,seaside daisy,Erigeron glaucus,,backyard,1,net,EW,66,,
13343717,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59926343,-123.31529178,,Benton,Oregon,United States,Oregon,Oregon Crane's-bill,Geranium oreganum,,backyard,1,net,EW,67,,
13344087,792468,"1160 SE Booth Bend Rd, McMinnville, OR, US",45.1917744393,-123.2111387329,,Yamhill,Oregon,United States,Oregon,Common Cat's-ear,Hypochaeris radicata,,"McMinnville, Lowes",26,net,Mol,190,"",""
13345835,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59945797,-123.31585846,,Benton,Oregon,United States,Oregon,white brodiaea,Triteleia hyacinthina,,backyard,1,net,EW,68,,
13345904,841568,"Lane County, OR, USA",43.9889,-123.0355,,Lane,Oregon,United States,Oregon,oxeye daisy,Leucanthemum vulgare,,"Eugene, 4 miles southeast of",7,net,LOH,29,,
13346081,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59916137,-123.31497527,,Benton,Oregon,United States,Oregon,Meadow Checker-Mallow,Sidalcea campestris,,backyard,1,net,EW,69,,
13346092,841568,"Lane County, OR, USA",43.9889,-123.0355,,Lane,Oregon,United States,Oregon,Yellow Glandweed,Bellardia viscosa,,"Eugene, 4 miles southeast of.",2,net,LOH,30,,
13346778,792468,"12100 SE Burns Rd, McMinnville, OR, US",45.1714332653,-123.1864639332,,Yamhill,Oregon,United States,Oregon,"sunflowers, daisies, asters, and allies",Asteraceae,,"McMinnville, O'Loughlin Farms",1,net,Mol,191,"",""
13346816,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.1715813234,-123.1864524114,,Yamhill,Oregon,United States,Oregon,Gilia,Gilia tricolor,,"McMinnville, O'Loughlin Farms",1,net,Mol,192,"",""
13347118,792468,"Oregon, US",45.097316177,-123.11417127,,Yamhill,Oregon,United States,Oregon,Sidalcea nelsoniana,Sidalcea nelsoniana,,"McMinnville, O'Loughlin Farms",1,net,Mol,193,"",""
13360856,754260,"6613 SW West Hills Rd, Corvallis, OR 97333, USA",44.558033,-123.326956,,Benton,Oregon,United States,Oregon,Bee found dead,,,Barb's front sidewalk,1,net,EW,70,,
13376761,792083,"Smith Ln, Corvallis, OR, US",44.5657798229,-123.2406912559,,Linn,Oregon,United States,Oregon,Achillea millefolium ‘Paprika’,Achillea millefolium,,"","",net,"","","",""
13377387,823959,"85701 Scharen Rd, Eugene, OR, US",43.9898158797,-123.0335822237,,Lane,Oregon,United States,Oregon,Armenian Blackberry,Rubus armeniacus,,"",3,net,NES,8,"",""
13377713,823959,"85701 Scharen Rd, Eugene, OR, US",43.9898647461,-123.0320864731,,Lane,Oregon,United States,Oregon,,Rubus,,"",4,net,NES,9,"",""
13384029,818691,"Alton Baker Park, Eugene, OR, US",44.0563888333,-123.0817111667,,Lane,Oregon,United States,Oregon,bird's-foot trefoil,Lotus corniculatus,,Alton Baker Rock Garden,13,net,LD,30,"",""
13386925,841568,"Lane County, OR, USA",43.9889,-123.0355,,Lane,Oregon,United States,Oregon,Onions,Allium,,"Eugene, 4 miles southeast of.",2,net,LOH,31,,
13386975,841568,"Lane County, OR, USA",43.9898,-123.0325,,Lane,Oregon,United States,Oregon,Grasses and Allies,Poales,,"Eugene, 4 miles southeast of.",7,net,LOH,32,,
13387045,841568,"Lane County, OR, USA",43.9898,-123.0325,,Lane,Oregon,United States,Oregon,Oxeye Daisy,Leucanthemum vulgare,,"Eugene, 4 miles southeast of.",5,net,LOH,33,,
13399452,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Common Snowberry,Symphoricarpos albus,,,9,net,PW,58,,
13399486,793138,RHR,44.759065,-123.232464,,Polk,Oregon,United States,Oregon,Armenian Blackberry,Rubus armeniacus,,,5,net,PW,59,,
13399575,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Oregon Sunshine,Eriophyllum lanatum integrifolium,,,2,net,PW,61,,
13399634,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Meadow Salsify,Tragopogon pratensis,,,1,net,PW,60,,
13399750,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Narrowleaf Mule-Ears,Wyethia angustifolia,,,3,net,PW,62,,
13399771,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Clovers,Trifolium,,,3,net,PW,63,,
13399786,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,"",,,,1,net,PW,64,,
13399816,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Narrowleaf Mule-Ears,Wyethia angustifolia,,,1,net,PW,65,,
13399841,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Oxeye Daisy,Leucanthemum vulgare,,,1,net,PW,66,,
13399850,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Clovers,Trifolium,,,3,net,PW,67,,
13399872,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,Fuller's Teasel,Dipsacus fullonum,,,1,net,PW,68,,
13399905,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,"",,,,3,vane trap,PW,69,2018-06-03 11:00,2018-06-04 10:30
13399958,793138,TFO,44.711711,-123.365616,,Benton,Oregon,United States,Oregon,"",,,,40,pan trap,PW,70,2018-06-03 11:00,2018-06-04 10:30
13409117,754260,"3334 NW Covey Run, Corvallis, OR 97330, US",44.59944426,-123.31560002,,Benton,Oregon,United States,Oregon,Bee in grass thatch,,,backyard,1,net,EW,71,,
13418412,754260,"6613 SW West Hills Rd, Corvallis, OR 97333, USA",44.558053,-123.327448,,Benton,Oregon,United States,Oregon,Bees found dead,,,Barb's garage,6,net,EW,72,,
13428613,800960,"41010 SE Louden Rd, Corbett, OR, US",45.50343,-122.2409283333,,Multnomah,Oregon,United States,Oregon,,Apis,,Louden rd Corbett or,1,net,Pa,26,"",""
13431213,806535,"731 NE 7th St, Newport, OR 97365, USA",44.64088596,-124.04328844,,Lincoln,Oregon,United States,Oregon,Armenian Blackberry,Rubus armeniacus,,newport,2,net,rah,10,,
13431447,800960,"41010 SE Louden Rd, Corbett, OR, US",45.5031752028,-122.241126001,,Multnomah,Oregon,United States,Oregon,Spires japonica,Spiraea japonica,,"",0,net,Pa,26,"",""
13432209,800960,"41010 SE Louden Rd, Corbett, OR, US",45.5031832603,-122.2410859875,,Multnomah,Oregon,United States,Oregon,,Papaver rhoeas,,"",0,net,Pa,27,"",""
13454891,1027341,"Columbia County, US-OR, US",45.894123,-122.866373,,Columbia,Oregon,United States,Oregon,Cherry Laurel,Prunus laurocerasus,,Home,8,net,LRP,1,,
13455261,1027341,"Columbia County, St. Helens, Dart Creek Road",45.894124,-122.866511,,Columbia,Oregon,United States,Oregon,Deutzia x lemoinei,,,Home,3,net,LRP,2,,
13455415,1027341,"Columbia County, St. Helens, Dart Creek Road",45.893931,-122.866514,,Columbia,Oregon,United States,Oregon,Chives,Allium schoenoprasum,,Home,3,net,LRP,3,,
13455531,1027341,"Columbia County, St. Helens, Dart Creek Road",45.893931,-122.866514,,Columbia,Oregon,United States,Oregon,Chives,Allium schoenoprasum,,Home,3,net,LRP,4,,
13455668,1027341,"Columbia County, St. Helens, Dart Creek Road",45.893871,-122.866498,,Columbia,Oregon,United States,Oregon,Pacific Ninebark,Physocarpus capitatus,,Home,5,net,LRP,5,,
13455743,1027341,"Columbia County, St. Helens, Dart Creek Road",45.894177,-122.866587,,Columbia,Oregon,United States,Oregon,Catnip,Nepeta,,Home,3,net,LRP,6,,
13456829,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.6874783333,-121.3857716667,,Wasco,Oregon,United States,Oregon,Cyanus segetum,Cyanus segetum,,"",3,net,A,26,"",""
13492644,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.6875916667,-121.3857583333,,Wasco,Oregon,United States,Oregon,,Eschscholzia californica,,"",3,net,Pa,28,"",""
13492760,800960,"8635 Mosier the Dalles Hwy, Mosier, OR, US",45.684025,-121.3859866667,,Wasco,Oregon,United States,Oregon,great blanketflower,Gaillardia aristata,,"",2,net,Pa,29,"",""
13492793,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.6874783333,-121.3857716667,,Wasco,Oregon,United States,Oregon,,Vicia cracca,,"",1,net,Pa,27,"",""
13525467,754260,"33-5-10 Rd, Wolf Creek, OR 97497, USA",42.69140378,-123.2612434,,Josephine,Oregon,United States,Oregon,Tall Western Groundsel,Senecio integerrimus,,"King Mtn, Speaker Rd 9 mi east of intersection with I5",1,net,EW,73,,
13525667,754260,"33-5-10 Rd, Wolf Creek, OR 97497, USA",42.69135409,-123.26150302,,Josephine,Oregon,United States,Oregon,Oxeye Daisy,Leucanthemum vulgare,,"King Mtn, Speaker Rd 9 mi east of intersection with I5",1,net,EW,74,,
13534928,860617,"2086 Upper River Rd, Grants Pass, OR, US",42.4406714458,-123.3531437909,,Josephine,Oregon,United States,Oregon,,,,"","",net,"","","",""
13549848,800960,"41010 SE Louden Rd, Corbett, OR, US",45.5031631748,-122.2410700937,,Multnomah,Oregon,United States,Oregon,,Syringa reticulata,,"",0,net,Pa,35,"",""
13563197,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59931472,-123.31598567,,Benton,Oregon,United States,Oregon,Lance Selfheal,Prunella vulgaris lanceolata,,backyard,4,net,EW,75,,
13570987,818691,"Umpqua River, Oakland, OR, US",43.4760466667,-123.551405,,Douglas,Oregon,United States,Oregon,"Dried up, bird poop encrusted divot in rock",,,Umpqua River,4,net,LD,31,"",""
13571065,818691,"Oakland, OR  97462, Oakland, OR, US",43.4767833333,-123.551705,,Douglas,Oregon,United States,Oregon,Armenian Blackberry,Rubus armeniacus,,Umpqua River,13,net,LD,32,"",""
13571119,818691,"Oakland, OR  97462, Oakland, OR, US",43.4767583333,-123.5501633333,,Douglas,Oregon,United States,Oregon,,Centaurea,,Umpqua River,2,net,LD,33,"",""
13585053,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1336701913,-123.3727980965,,Yamhill,Oregon,United States,Oregon,,Hypochaeris radicata,,gvr yard,2,net,jt,43,"",""
13585198,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1338219876,-123.372789547,,Yamhill,Oregon,United States,Oregon,,Allium cernuum,,gvr yard,1,net,jt,44,"",""
13585503,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1339249593,-123.3733901941,,Yamhill,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,gvr gdn,6,net,jt,45,"",""
13586232,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1339017414,-123.3734146693,,Yamhill,Oregon,United States,Oregon,slender cinquefoil,Potentilla gracilis,,gvr gdn,3,net,jt,46,"",""
13586402,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1337509091,-123.3734419105,,Yamhill,Oregon,United States,Oregon,lance selfheal,Prunella vulgaris lanceolata,,gvr gdn,1,net,jt,47,"",""
13592550,754260,"Oregon, US",44.441012181,-123.2048678971,,Benton,Oregon,United States,Oregon,Willamette Fleabane,Erigeron decumbens,,backyard,6,net,EW,76,,
13595957,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59893408,-123.31553274,,Benton,Oregon,United States,Oregon,Bluehead Gilia,Gilia capitata,,backyard,10,net,EW,77,,
13607665,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25849321,-123.07445033,,Yamhill,Oregon,United States,Oregon,Blueblossom,Ceanothus thyrsiflorus,,winter's hill,1,net,dto,dto52,,
13607676,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.258678,-123.07427169,,Yamhill,Oregon,United States,Oregon,Lupines,Lupinus,,winter's hill,1,net,dto,dto53,,
13607680,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25857879,-123.07424391,,Yamhill,Oregon,United States,Oregon,Vetches,Vicia,,winter's hill,6,net,dto,dto54,,
13607682,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25904465,-123.0737676,,Yamhill,Oregon,United States,Oregon,Yellow Salsify,Tragopogon dubius,,winter's hill,1,net,dto,dto55,,
13607696,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25933339,-123.07374096,,Yamhill,Oregon,United States,Oregon,common woolly sunflower,Eriophyllum lanatum,,winter's hill,10,net,dto,dto56,,
13607698,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.2577765,-123.0745968,,Yamhill,Oregon,United States,Oregon,Oxeye Daisy,Leucanthemum vulgare,,winter's hill,3,net,dto,dto57,,
13607713,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25960779,-123.07349039,,Yamhill,Oregon,United States,Oregon,Hawksbeard,Crepis,,winter's hill,4,net,dto,dto58,,
13607716,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25953924,-123.07342049,,Yamhill,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,winter's hill,2,net,dto,dto59,,
13607726,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.2577765,-123.0745968,,Yamhill,Oregon,United States,Oregon,common yarrow,Achillea millefolium,,winter's hill,1,net,dto,dto32,,
13607733,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.1338823,-123.372975,,Yamhill,Oregon,United States,Oregon,Oregon sunshine,Eriophyllum lanatum integrifolium,,Jeanie Taylor farm,1,net,dto,dto33,,
13607742,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.133817,-123.3729245,,Yamhill,Oregon,United States,Oregon,Escallonia,Escallonia,,Jeanie Taylor farm,1,net,dto,dto34,,
13607750,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.1338823,-123.372975,,Yamhill,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,Jeanie Taylor farm,1,net,dto,dto35,,
13607752,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.133817,-123.3729245,,Yamhill,Oregon,United States,Oregon,Meadow Checker-mallow,Sidalcea campestris,,Jeanie Taylor farm,1,net,dto,dto36,,
13629107,990658,"Alton Baker Park, Eugene, OR, US",44.0506307362,-123.0635991601,,Lane,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,"","",net,Meb,3,"",""
13629511,792083,"2895 Cloverdale Dr SE, Turner, OR, US",44.8177833333,-123.001519445,,Marion,Oregon,United States,Oregon,Spirea and achillea,Spiraea,,"Horses of Hope, Turner Oregon,",6,net,KDZ,19,"",""
13633732,841568,"Lane County, OR, USA",43.9899,-123.0345,,Lane,Oregon,United States,Oregon,Hairy Vetchling,Lathyrus hirsutus,,"Eugene, 4 miles southeast of.",8,net,LOH,34,,
13633797,841568,"Lane County, OR, USA",44.0071,-123.0359,,Lane,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,"Eugene, Oregon",6,net,LOH,35,,
13633855,841568,"Lane County, OR, USA",44.0071,-123.0359,,Lane,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,"Eugene, Oregon",7,net,LOH,36,,
13633952,841568,"Lane County, OR, USA",43.9896,-123.0331,,Lane,Oregon,United States,Oregon,Oregon Oak,Quercus garryana,,"Eugene, 4 miles southeast of.",6,net,LOH,37,,
13649964,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59916879,-123.31474971,,Benton,Oregon,United States,Oregon,Lewis's Mock-Orange,Philadelphus lewisii,,backyard,6,net,EW,78,,
13670613,429964,"Lane County, US-OR, US",43.69682915,-122.26598475,,Lane,Oregon,United States,Oregon,,,,"",0,pan trap,apm,22vi-1,2018-06-22T07:09:00-07:00,
13670640,429964,"Lane County, US-OR, US",43.61924326,-122.10864631,,Lane,Oregon,United States,Oregon,,,,"",0,pan trap,apm,22vi2,2018-06-22T07:40:00-07:00,2018-06-22T19:18:00-07:00
13670692,429964,"Crescent, OR 97733, USA",43.5502238,-121.95072665,,Klamath,Oregon,United States,Oregon,,,,"",0,pan trap,apm,22vi3,2018-06-22T08:04:00-07:00,2018-06-22T18:58:00-07:00
13670700,429964,"Klamath County, US-OR, US",43.47261325,-121.89275938,,Klamath,Oregon,United States,Oregon,,,,"",0,pan trap,apm,22vi4,2018-06-22T08:18:00-07:00,2018-06-22T18:39:00-07:00
13670726,429964,"OR-58, Crescent, OR 97733, USA",43.34929387,-121.77420695,,Klamath,Oregon,United States,Oregon,,,,"",0,pan trap,apm,22vi5,2018-06-22T08:41:00-07:00,2018-06-22T18:21:00-07:00
13679921,429964,"Klamath County, US-OR, US",43.33986565,-121.76524584,,Klamath,Oregon,United States,Oregon,,Angiospermae,,"",0,pan trap,apm,22vi6,2018-06-22T08:47:00-07:00,
13685289,429964,"28900 The Dalles-California Hwy, Chiloquin, OR 97624, USA",42.48851537,-121.87686445,,Klamath,Oregon,United States,Oregon,California poppy,Eschscholzia californica,,"",7,net,apm,22vi7,,
13722414,429964,"Lane County, US-OR, US",43.69662224,-122.26615544,,Lane,Oregon,United States,Oregon,,,,"",5,net,apm,22vi8,,
13722509,429964,"Sisters, OR 97759, USA",44.43262137,-121.95914041,,Linn,Oregon,United States,Oregon,,,,"",0,pan trap,apm,23vi1,2018-06-23T18:36:00-07:00,2018-06-24T17:30:00-07:00
13725166,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59936554,-123.31605176,,Benton,Oregon,United States,Oregon,Tall Fescue,Festuca arundinacea,,backyard,1,net,EW,79,,
