id,observed_on,user_id,place_guess,latitude,longitude,place_town_name,scientific_name,field:location name,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
12390574,5/12/2018,941488,"10924 SE Pardee St, Portland, OR, US",45.48859015,-122.5508126,Portland,Oxalis stricta,Backyard,8,net,JDG,A1,,
12392485,5/12/2018,941488,"10925 SE Long St, Portland, OR, US",45.48848039,-122.5508107,Portland,Scilla peruviana,Backyard,5,net,JDG,A2,,
12394225,5/12/2018,754260,"Benton County, US-OR, US",44.59910888,-123.3151962,,Limnanthes douglasii,backyard,4,net,EW,20,,
12394601,5/12/2018,941488,"4608 SE 108th Pl, Portland, OR, US",45.488608,-122.5510123,Portland,Geranium robertianum,Backyard,4,net,JDG,A3,,
12396280,5/12/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59880615,-123.3153396,,Plectritis congesta,backyard,6,net,EW,21,,
12396630,5/8/2018,843723,"Harney Co.,Hwy 20, 20 miles West of Burns",43.515932,-119.110415,,Ribes aureum,Hwy 20 west of Burns,4,net,RLP,13,,
12397214,5/8/2018,843723,"Harney Co.,Hwy 20, 7 miles East of Burns",43.632143,-118.643168,,Purshia tridentata,7 miles east of Burns on Hwy 20,1,net,RLP,14,,
12397415,5/8/2018,843723,"Harney Co.,Hwy 20, 8 miles East of Burns",43.709622,-118.516825,,Lepidium appelianum,8 miles east of Burns,5,net,RLP,15,,
12397596,5/8/2018,843723,"Malheur Co., Succor Crk. campground",43.45206,-117.119954,,Salix,Succor Creek Campground,7,net,RLP,16,,
12397731,5/9/2018,843723,"Malheur Co., Succor Crk. campground",43.45206,-117.119954,,,Succor Crk. Campground,0,net,RLP,17,,
12397840,5/9/2018,843723,"Malheur Co., 1 mile south of Succor Crk. campground",43.443585,-117.117594,,Penstemon,1 mile south of Succor Crk. Camp,5,net,RLP,18,,
12397971,5/9/2018,843723,"Malheur Co., 4 miles south of Succor Crk. campground",43.374997,-117.119139,,Balsamorhiza hookeri,3 miles south of Succor Crk. Campground,8,net,RLP,19,,
12398202,5/9/2018,843723,"Malheur Co., 4 miles south of Succor Crk. campground",43.377368,-117.118367,,Lepidium appelianum,3 miles South of Succor Crk. Campground,4,net,RLP,20,,
12398439,5/9/2018,843723,"Malheur Co., 1 mile down Leslie Gulch Rd.",43.315969,-117.215512,,Delphinium,1 mile down Leslie Gulch,3,net,RLP,21,,
12398546,5/9/2018,843723,"Malheur Co., 1 mile down Leslie Gulch Rd.",43.306976,-117.229932,,Phacelia hastata,mile down Leslie Gulch,1,net,RLP,22,,
12398632,5/9/2018,843723,"Malheur Co., 3 mile down Leslie Gulch Rd.",43.293983,-117.253278,,Prunus virginiana,3 miles down Leslie Gulch,2,net,RLP,24,,
12398789,5/9/2018,843723,"Malheur Co., 6 mile down Leslie Gulch Rd.",43.290484,-117.327436,,Purshia tridentata,6 miles down Leslie Gulch,5,net,RLP,25,,
12400376,5/8/2018,843723,"Harney Co.,Hwy 20, 20 miles West of Burns",43.592194,-119.054625,,Ribes aureum,"west of Burns, OR",5,net,GP,13,,
12400473,5/8/2018,843723,"Harney Co.,Hwy 20, 7 miles east of Burns",43.614001,-119.003142,,Lepidium appelianum,"east of Burns, OR",2,net,GP,14,,
12400617,5/9/2018,843723,"Malheur Co., Succor Crk. campground",43.453508,-117.120211,,Salix,Succor Creek Campground,10,net,GP,15,,
12400651,5/9/2018,843723,"Malheur Co., Succor Crk. campground",43.453508,-117.120211,,Erodium cicutarium,Succor Creek Campground,2,net,GP,16,,
12400759,5/9/2018,843723,"Malheur Co., Succor Crk. Rd.",43.450829,-117.120812,,Astragalus filipes,Succor Creek Rd.,4,net,GP,17,,
12400815,5/9/2018,843723,"Malheur Co., Succor Crk. Road",43.450829,-117.120812,,Penstemon,Succor Creek Road,1,net,GP,18,,
12401037,5/9/2018,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Balsamorhiza hookeri,Succor Creek Rd.,14,net,GP,19,,
12401102,5/9/2018,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Lithospermum ruderale,Succor Creek Rd.,1,net,GP,20,,
12401154,5/9/2018,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Lepidium appelianum,Succor Creek Rd.,1,net,GP,21,,
12401193,5/9/2018,843723,"Malheur Co., Succor Crk. Road",43.350052,-117.118237,,Lepidium appelianum,Succor Creek Rd.,1,net,GP,22,,
12401309,5/9/2018,843723,"Malheur Co., Leslie Gulch",43.293565,-117.254506,,Phacelia hastata,Leslie Gulch,16,net,GP,23,,
12401346,5/9/2018,843723,"Malheur Co., Leslie Gulch",43.293565,-117.254506,,Prunus virginiana,Leslie Gulch,3,net,GP,24,,
12401644,5/10/2018,843723,"Malheur Co., Malheur NWR French Round Barn, 3 mi. west of",43.038056,-118.745041,,Chorispora tenella,Malheur NWR near French round barn,3,net,GP,25,,
12401708,5/10/2018,843723,"Malheur Co., Malheur NWR French Round Barn, 3 mi. west of",43.01848,-118.850098,,Salix,Hwy 205 near French Glen,10,net,GP,26,,
12401789,5/10/2018,843723,"Malheur Co., Page Springs Campground",42.803997,-118.866963,,Thermopsis rhombifolia,Page Springs CG,4,net,GP,27,,
12404003,5/12/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13393946,-123.3723174,,Calochortus tolmiei,gvr,4,net,jt,19,,
12404242,5/12/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13359308,-123.3725849,,Marah,gvr,1,net,jt,20,,
12405858,5/10/2018,843723,"Malhuer Co., Malhuer Nat. Wildlife Ref.,1 mile southwest of Peter French round barn",43.104051,-118.695602,,Chorispora tenella,1 mile southwest of Pete French's Round Barn,4,net,RLP,26,,
12406043,5/10/2018,843723,"Malhuer Co., Malhuer Nat. Wildlife Ref.,Page Springs Campground ",42.801739,-118.866301,,Thermopsis rhombifolia,Page Springs Campground,3,net,RLP,27,,
12423596,5/13/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60300419,-123.2646836,,,,8,net,JLP,30,,
12428178,5/13/2018,818691,"Lane County, US-OR, US",43.94943078,-123.9013431,,Claytonia sibirica,Sweet Creek Falls trail,1,net,LD,7,,
12429471,5/13/2018,818691,"Lane County, US-OR, US",43.95545976,-123.9008587,,Rubus ursinus,Sweet Creek Falls trail,3,net,LD,8,,
12429551,5/13/2018,818691,"20270–20276 Highway 126, Noti, OR, US",44.05326869,-123.533056,,Cytisus scoparius,Roadside hwy 126,2,net,LD,9,,
12430020,5/13/2018,175529,"1255 NW Highland Dell Dr, Corvallis, OR, US",44.60269159,-123.264316,,Rhododendron,,2,net,JLP,31,,
12452850,5/13/2018,843723,"Crook Co., Mill Creek Rd.",44.438909,-120.583993,,,Mill Creek Rd. near NF33,1,net,RLP,28,,
12453084,5/13/2018,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442234,-120.570582,,Lithophragma tenellum,"Mill Creek, Wildcat Campground trail",1,net,RLP,29,,
12453223,5/13/2018,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442234,-120.570582,,Salix,"Mill Creek, Wildcat Campground trail",4,net,RLP,30,,
12453427,5/13/2018,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442341,-120.569756,,,"Mill Cry, Wildcat campgound trail",3,net,RLP,31,,
12453523,5/13/2018,843723,"Crook Co., Mill Creek, Wildcat Campground Trail",44.442341,-120.569756,,Taraxacum officinale,Wildcat Campground Trail,2,net,RLP,32,,
12457281,5/14/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25842341,-123.0742584,,Rubus parviflorus,"Dayton, Winter's Hill Estate",15,net,Mol,101,,
12457499,5/14/2018,816764,"6451 NE Hilltop Ln, Dayton, OR, US",45.25841315,-123.074233,,Rubus parviflorus,"Dayton, winter's hill estate",3,net,NC,1,,
12457913,5/14/2018,816764,"6451 NE Hilltop Ln, Dayton, OR, US",45.25839656,-123.0744636,,Spiraea,"Dayton, winter's hill estate",8,net,Nc,3,,
12458043,5/14/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25838822,-123.0745101,,Delphinium trolliifolium,"Dayton, Winter's Hill Estate",1,net,Mol,102,,
12458164,5/14/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25817688,-123.0750068,,Aesculus hippocastanum,"Dayton, Winter's Hill Estate",8,net,Mol,103,,
12458398,5/14/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25819768,-123.0746675,,Aquilegia,"Dayton, Winter's Hill Estate",1,net,Mol,104,,
12458490,5/14/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25821002,-123.07436,,Fragaria chiloensis,"Dayton, Winter's Hill Estate",5,net,Mol,105,,
12458932,5/14/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25825499,-123.074254,,Eschscholzia californica,"Dayton, Winter's Hill Estate",6,net,Mol,106,,
12459018,5/14/2018,816764,"6451 NE Hilltop Ln, Dayton, OR, US",45.25821509,-123.0744253,,Fragaria chiloensis,"Dayton, winter's hill estate",5,net,NC,3,,
12459378,5/14/2018,816764,"6451 NE Hilltop Ln, Dayton, OR, US",45.25814426,-123.0741919,,Heracleum maximum,"Dayton, winter's hill estate",1,net,NC,4,,
12459491,5/14/2018,792775,"Yamhill County, US-OR, US",45.25876419,-123.0742189,,Sidalcea campestris,winter's hill estate,11,net,dto,dto12,,
12459504,5/14/2018,792775,"Oregon, US",45.28225708,-123.0055577,,Lupinus rivularis,winter's hill eatate,16,net,dto,dto13,,
12459512,5/14/2018,792775,"6600 NE Breyman Orchards Rd, Dayton, OR 97114, USA",45.2645699,-123.0594082,,Eschscholzia californica,winter's hill estate,5,net,dto,dto14,,
12459524,5/14/2018,792775,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",45.25843189,-123.0747473,,Aquilegia,winter's hill estate,1,net,dto,dto15,,
12459784,5/13/2018,843723,"Crook Co., Mill Creek Rd.",44.438669,-120.58406,,Ribes aureum,Mill Creek Rd. near NF33,3,net,GP,28,,
12459829,5/13/2018,843723,"Crook Co., Mill Creek Rd.",44.438669,-120.58406,,Amelanchier alnifolia,Mill Creek Rd. near NF33,5,net,GP,29,,
12459936,5/13/2018,843723,"Crook Co., Mill Creek Rd.",44.440048,-120.580071,,Collinsia,Wildcat Campground Trail,2,net,GP,30,,
12460019,5/13/2018,843723,"Crook Co., Mill Creek Rd.",44.440048,-120.580071,,Ribes cereum,"Mill Creek, Wildcat campgound trail",1,net,GP,31,,
12460108,5/13/2018,843723,"Crook Co., Mill Creek Rd.",44.440048,-120.580071,,Hydrophyllum,"Mill Creek, Wildcat Campground trail",1,net,GP,32,,
12460112,5/14/2018,754260,"Corvallis, OR, USA",44.5924264,-123.300693,,Cornus sericea,backyard,6,net,EW,22,,
12460605,5/14/2018,792468,"Oregon, US",45.23926226,-123.0465712,,Lupinus rivularis,"Dayton, Winter's Hill Estate",7,net,Mol,107,,
12461356,5/14/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59894687,-123.3151859,,Gilia tricolor,backyard,5,net,EW,23,,
12461483,5/14/2018,816764,"6451 NE Hilltop Ln, Dayton, OR, US",45.25816555,-123.0741965,,Potentilla,"Dayton, winter's hill estate",2,net,NC,5,,
12462951,5/14/2018,854908,"Multnomah County, US-OR, US",45.54358827,-122.7507955,,Allium schoenoprasum,7144 NW Thompson Road,1,net,ENR,8,,
12463039,5/14/2018,818691,"91 Madison St, Eugene, OR, US",44.0590802,-123.1032071,,Rosa,My garden,2,net,LD,10,,
12464446,5/14/2018,792468,"2010 NE Lafayette Ave, McMinnville, OR, US",45.22354226,-123.1753121,,Rosa,"McMinnville, Yamhill County Extension Offce",2,net,Mol,108,,
12468673,4/18/2018,384451,"Columbia County, Oregon, Fairgrounds",45.848936,-122.86942,,Taraxacum officinale,"Oregon, St. Helens, Fairgrounds, Demogarden",2,net,DRB,1,,
12471655,4/18/2018,384451,"Oregon, Scappoose, Brimacombe",45.78537,-122.886832,,,"Oregon, Scappoose, Brimacombe",1,net,DRB,2,,
12471914,4/20/2018,384451,"Oregon, Aurora, NWREC",45.281278,-122.749645,,Taraxacum officinale,"Oregon, Aurora, NWREC",1,net,DRB,3,,
12472000,4/21/2018,384451,"Oregon, Multnomah Village, Maplewood School",45.471311,-122.729909,Portland,,"Oregon, Multnomah Village, Maplewood School",1,net,DRB,4,,
12472128,4/21/2018,384451,"Oregon, Scappoose, Brimacombe",45.78537,-122.886833,,Taraxacum,"Oregon, Scappoose, Brimacombe",1,net,DRB,5,,
12472267,4/22/2018,384451,"Oregon, Scappoose, Brimacombe",45.785099,-122.887533,,,"Oregon, Scappoose, Brimacombe",1,net,DRB,6,,
12472629,4/24/2018,384451,"Oregon, Scappoose, Brimacombe",45.785043,-122.885765,,Nomada,"Oregon, Scappoose, Brimacombe",2,net,DRB,7,,
12473693,5/14/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59890524,-123.3155276,,Lupinus oreganus,backyard,1,net,EW,24,,
12473700,5/14/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59877449,-123.3152322,,Sidalcea malviflora,backyard,5,net,EW,25,,
12494242,5/15/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.18318348,-123.1770446,,Rhododendron macrophyllum,"McMinnville, O'Loughlin Farms",2,net,Mol,109,,
12495926,5/15/2018,754260,"Benton County, US-OR, US",44.59468634,-123.302924,,Prunus virginiana,"City owned riparian habitat on west side of Glenridge Dr, opposite 2867 Glenridge Dr.",4,net,EW,26,,
12504728,5/2/2018,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Camassia,"Oregon, St. Helens, OSU Extension",3,net,DRB,8,,
12505562,5/2/2018,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Plectritis congesta,"Oregon, St. Helens, OSU Extension",4,net,DRB,9,,
12505696,5/2/2018,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,,"Oregon, St. Helens, OSU Extension",6,net,DRB,10,,
12505795,5/2/2018,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Mimulus guttatus,"Oregon, St. Helens, OSU Extension",2,net,DRB,11,,
12506047,5/10/2018,384451,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,,Plagiobothrys,"Oregon, St. Helens, OSU Extension",1,net,DRB,12,,
12524412,5/16/2018,966840,"3831 Klindt Dr, The Dalles, OR, US",45.63022746,-121.1980223,,,,5,net,MLS,1,,
12525100,5/16/2018,792859,"3831 Klindt Dr, The Dalles, OR, US",45.63023833,-121.1980533,,Bombus nevadensis,,1,net,CV,1,,
12525954,5/16/2018,824125,"Riverfront Trail, The Dalles, OR 97058, USA",45.6304512,-121.1981694,,Coreopsis lanceolata,The DIG,1,net,KLO,13,,
12527145,5/16/2018,429964,"Riverfront Trail, The Dalles, OR 97058, USA",45.63040276,-121.1981075,,,,0,nest block,apm,block 130,,
12538356,5/16/2018,429964,"Vietnam Veterans Memorial Highway, The Dalles, OR 97058, USA",45.6732348,-121.2645058,,Ceanothus,,1,net,apm,15,,
12538376,5/16/2018,429964,"5343-5573 Historic Columbia River Hwy, The Dalles, OR 97058, USA",45.66837605,-121.2456915,,Vicia,,6,net,apm,16,,
12547496,5/3/2018,858490,"1138 Swallow Ln, Redmond, OR 97756, USA",44.26419286,-121.2494315,,Ribes cereum,"Redmond, Eagle Crest, river path",1,net,hw,7,,
12547615,5/17/2018,800960,"Keewatin, Unorganized NU, , NU, CA",60.58697157,-95.69999227,,Bombus vosnesenskii,,,net,PA,,,
12547678,5/17/2018,858490,"7555 Falcon Crest Dr, Redmond, OR 97756, USA",44.26009843,-121.2641231,,Aethionema saxatile,"Redmond, Eagle Crest, convention center",1,net,HW,8,,
12550480,5/17/2018,858490,"7210 Falcon Crest Dr, Redmond, OR 97756, USA",44.2617732,-121.2579597,,,"Redmond, Eagle Crest, near Lake",5,net,hw,9,,
12556021,5/17/2018,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.68737331,-121.385753,,Rosaceae,Moiser,2,net,PA,12,,
12559192,5/17/2018,175529,"311 NW Lewisburg Ave, Corvallis, OR, US",44.63120452,-123.246915,,Tellima grandiflora,Chintimini Wildlife Center,8,net,JLP,32,,
12559304,5/11/2018,792083,"2000–2002 SW 45th St, Corvallis, OR, US",44.54932795,-123.3000871,,,"SAGE garden, Corvallis",5,net,KDZ,13,,
12563012,5/17/2018,429964,"Mosier Plateau Trail, Mosier, OR 97040, USA",45.68691135,-121.3849104,,,,0,nest block,apm,block175,,
12563016,5/17/2018,429964,"Mosier Plateau Trail, Mosier, OR 97040, USA",45.68734181,-121.3863452,,,,0,nest block,apm,block180,,
12563019,5/17/2018,429964,"7725 Mosier-The Dalles Hwy, The Dalles, OR 97058, USA",45.6874803,-121.338421,,,,0,pan trap,apm,17,2018-05-17T16:54:00-07:00,2018-05-20T18:38:00-07:00
12563022,5/17/2018,429964,"7725 Mosier-The Dalles Hwy, The Dalles, OR 97058, USA",45.68750882,-121.3384288,,Vicia,,7,net,apm,18,,
12563026,5/17/2018,429964,"6364-6638 Historic Columbia River Hwy, Mosier, OR 97040, USA",45.68124182,-121.2999989,,,,0,pan trap,apm,19,2018-05-17T17:48:00-07:00,
12563031,5/17/2018,429964,"5343-5573 Historic Columbia River Hwy, The Dalles, OR 97058, USA",45.66812988,-121.2434618,,,,0,pan trap,apm,20,2018-05-17T18:05:00-07:00,
12563037,5/17/2018,429964,"5343-5573 Historic Columbia River Hwy, The Dalles, OR 97058, USA",45.66801779,-121.2435692,,,,0,vane trap,apm,21,2018-05-17T18:11:00-07:00,
12563423,5/11/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,Cornus stolonifera californica,Minto Brown Island Park,4,net,TER,28,,
12563461,5/11/2018,271351,Minto Brown Island Park,44.91936,-123.07877,,Rubus parviflorus,Minto Brown Island Park,2,net,TER,29,,
12563582,5/14/2018,271351,Luckiamute River Landing,44.73394,-123.163519,,,Luckiamute River Landing,4,vane trap,TER,30,5/13/2018 14:05,5/14/2018 16:00
12563657,5/16/2018,271351,Heritage Seeds,44.89543,-122.88828,,Taraxacum officinale,Heritage Seeds,2,net,TER,31,,
12563693,5/16/2018,271351,Heritage Seeds,44.89543,-122.88828,,Sidalcea campestris,Heritage Seeds,1,net,TER,32,,
12563722,5/16/2018,271351,Heritage Seeds,44.89543,-122.88828,,Wyethia angustifolia,Heritage Seeds,2,net,TER,33,,
12563802,5/9/2018,271351,Bonesteele Co. Park,44.87929,-122.93565,,Leucanthemum vulgare,Bonesteele County Park,1,net,JAB,13,,
12563883,5/11/2018,271351,Minto Brown island Park,44.91936,-123.07877,,Rubus parviflorus,Minto Brown Island Park,1,net,JAB,14,,
12563945,5/12/2018,271351,Minto Brown island Park,44.91936,-123.07877,,,Minto Brown Island Park,30,vane trap,JAB,15,5/11/2018 12:25,5/12/2018 16:40
12564012,5/16/2018,271351,Heritage Seeds,44.89543,-122.88828,,Sidalcea campestris,Heritage Seeds,2,net,JAB,16,,
12564029,5/16/2018,271351,Heritage Seeds,44.89543,-122.88828,,,Heritage Seeds,1,net,JAB,17,,
12564057,5/16/2018,271351,Heritage Seeds,44.89543,-122.88828,,Wyethia angustifolia,Heritage Seeds,1,net,JAB,18,,
12567961,5/11/2018,841568,"Corvallis, OR, USA",44.54957378,-123.304795,,Fraxinus latifolia,Sunset Park wetland,3,net,LOH,11,,
12568099,5/11/2018,841568,"Corvallis, OR, USA",44.54917194,-123.3000777,,Bellis,Sunset Park Community gardens,5,net,LOH,12,,
12568312,5/11/2018,841568,"Corvallis, OR, USA",44.54716964,-123.3009359,,Crataegus gaylussacia,Sunset Park,5,net,LOH,13,,
12568489,5/14/2018,841568,"Friendly, Eugene, OR, USA",44.03276171,-123.0944966,,Aquilegia vulgaris,2436 Olive Street,3,net,LOH,14,,
12574014,5/9/2018,792468,"507 NE 11th St, McMinnville, OR 97128, USA",45.2159126,-123.1940116,,Anthidium,"Yamhill County, McMinnville, 11th St",3,,Mol,110,,
12578708,5/18/2018,927865,"222 SW Canby St, Portland, OR, US",45.46817112,-122.6763973,Portland,Ceanothus,Steve’s,1,net,NL,1,,
12586378,5/18/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59915218,-123.3151961,,Eschscholzia californica,backyard,2,net,EW,27,,
12586971,5/18/2018,792083,"Smith Ln, Corvallis, OR, US",44.5656766,-123.2405861,,Salvia pratensis,ORGS farm,6,net,KDZ,14,,
12588824,5/18/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59905219,-123.3151452,,Spiraea betulifolia,backyard,7,net,EW,28,,
12591162,5/17/2018,843723,"Deschutes Co, Eagle Crest Resort, River Trail",44.267813,-121.257138,,Magnoliophyta,"Deschutes Co., Eagle Crest Resort Trail",3,net,RLP,33,,
12591434,5/17/2018,843723,"Deschutes Co, Eagle Crest Resort, River Trail",44.267375,-121.252085,,Thelypodium laciniatum,"Deschutes Co., Eagle Crest Resort Trail",6,net,RLP,34,,
12591878,5/17/2018,843723,"Deschutes Co, Eagle Crest Resort, River Trail",44.267597,-121.255453,,Descurainia sophia,Eagle Crest river trail,2,net,GP,33,,
12591931,5/17/2018,843723,"Deschutes Co, Eagle Crest Resort, River Trail",44.267447,-121.254809,,Thelypodium laciniatum,Eagle Crest River Trail,5,net,GP,34,,
12591969,5/17/2018,843723,"Deschutes Co, Eagle Crest Resort, River Trail",44.266848,-121.255667,,Taraxacum officinale,Eagle Crest River Trail,1,net,GP,35,,
12592121,5/18/2018,175529,"113 NW Lewisburg Ave, Corvallis, OR, US",44.63216295,-123.2468727,,Leucanthemum vulgare,,1,net,JLP,33,,
12617649,5/19/2018,818691,"Pleasant Hill, OR  97455, Pleasant Hill, OR, US",43.92128653,-122.8118562,,Eschscholzia californica,Elijah Bristow State Park,2,net,LD,15,,
12618484,5/19/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17122619,-123.1855348,,Nemophila maculata,"McMinnville, O'Loughlin Farms",1,net,Mol,111,,
12621590,5/19/2018,843723,"Deschutes Co., Bend, Tumalo, Pinehurst Rd",44.146189,-121.376545,,Rhus aromatica,"Bend, Tumalo, Pinehurst Rd.",19,net,RLP,35,,
12622796,5/18/2018,858490,"Madras, Oregon  850 NE Dogwood Lane - COARC",44.68065526,121.1523357,,Trifolium incarnatum,COARC Madras,7,net,hw,10,,
12627024,5/18/2018,818691,"Willamette National Forest, Blue River, OR, US",43.79886667,-122.3129717,,Fragaria vesca,Near Salmon Creek,7,net,LD,11,,
12627248,5/19/2018,818691,"Willamette National Forest, Oakridge, OR, US",43.76614867,-122.370926,,Rubus ursinus,Salmon Creek,2,net,LD,12,,
12627364,5/19/2018,818691,"Willamette National Forest, Oakridge, OR, US",43.76627167,-122.375625,,Cytisus scoparius,Salmon Creek,1,net,LD,13,,
12627481,5/19/2018,818691,"Pleasant Hill, OR  97455, Pleasant Hill, OR, US",43.92071167,-122.8111717,,Taraxacum officinale,Elijah Bristow State Park,1,net,LD,14,,
12645988,5/19/2018,843723,"18925 Pinehurst Rd. Bend, OR",44.16398,-121.377396,,Rhus aromatica,"Pinehurst Rd., Bend, OR",16,net,GP,36,,
12650376,5/20/2018,792468,"12127–14043 SE Burns Rd, McMinnville, OR, US",45.16475644,-123.1836506,,Lotus,"McMinnville, SE Burns Rd",11,net,Mol,112,,
12651133,5/20/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17110106,-123.1860705,,Eriophyllum lanatum,"McMinnville, O'Loughlin Farms",2,net,Mol,113,,
12651460,5/20/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17097591,-123.1859957,,Heuchera,"McMinnville, O'Loughlin Farms",6,net,Mol,114,,
12651980,5/20/2018,792468,"SE Burns Rd, McMinnville, OR, US",45.18215608,-123.1802547,,Heracleum maximum,"McMinnville, SE Burns Rd",19,net,Mol,115,,
12652331,5/20/2018,792468,"SE Burns Rd, McMinnville, OR, US",45.16495126,-123.183707,,Lupinus,"McMinnville, SE Burns Rd",1,net,Mol,116,,
12652546,5/20/2018,854908,"Multnomah County, US-OR, US",45.54362742,-122.7507604,,Allium schoenoprasum,7144 NW Thompson Road,1,net,ENR,9,,
12652966,5/20/2018,854908,"6901-7201 NW Thompson Rd, Portland, OR 97229, USA",45.54354751,-122.7508022,,Allium schoenoprasum,7144 NW Thompson Road,1,net,ENR,10,,
12652973,5/20/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17159611,-123.1845234,,Rubus ursinus,"McMinnville, O'Loughlin Farms",3,net,Mol,117,,
12653467,5/20/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17195238,-123.1819679,,Brassica rapa,"McMinnville, O'Loughlin Farms",2,net,Mol,118,,
12653800,5/20/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17247943,-123.1821688,,Plagiobothrys figuratus,"McMinnville, O'Loughlin Farms",5,net,Mol,119,,
12654686,5/20/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.18293236,-123.1747329,,Rubus ursinus,"McMinnville, O'Loughlin Farms",5,net,Mol,120,,
12654959,5/20/2018,792468,"12125 SE Burns Rd, McMinnville, OR, US",45.17528752,-123.1828391,,Heracleum maximum,"McMinnville, O'Loughlin Farms",5,net,Mol,121,,
12662359,5/20/2018,429964,"Mosier Plateau Trail, Mosier, OR 97040, USA",45.68700865,-121.3852011,,,,0,pan trap,apm,22,2018-05-17T14:30:00-07:00,2018-05-20T18:12:00-07:00
12663786,5/20/2018,818691,"651–749 Clark St, Eugene, OR, US",44.0598603,-123.1031883,,Eschscholzia californica,Madison and Clark,2,net,LD,16,,
12663837,5/18/2018,841568,,,,,Physocarpus capitatus,LOH yard,6,net,LOH,15,,
12664273,5/20/2018,818691,"301 N Adams St, Eugene, OR, US",44.06359306,-123.1056249,,Symphytum officinale,near the River House,2,net,LD,17,,
12675453,5/12/2018,793138,TFO,44.711555,-123.365924,,Vicia,,1,net,PW,33,,
12675488,5/13/2018,793138,TFO,44.711555,-123.365924,,Raphanus sativus,,5,net,PW,34,,
12675507,5/13/2018,793138,TFO,44.711555,-123.365924,,,,1,net,PW,35,,
12675562,5/13/2018,793138,TFO,44.711555,-123.365924,,,,1,net,PW,36,,
12675614,5/13/2018,793138,TFO,44.711555,-123.365924,,,,32,pan trap,PW,37,5/12/2018 14:45,5/13/2018 12:15
12675634,5/13/2018,793138,TFO,44.711555,-123.365924,,,,3,vane trap,PW,38,,
12675681,5/17/2018,793138,RHR,44.759065,-123.232464,,,,1,net,PW,39,,
12675732,5/17/2018,793138,RHR,44.759065,-123.232464,,Camassia,,2,net,PW,40,,
12675802,5/17/2018,793138,RHR,44.759065,-123.232464,,Vaccinium ovatum,,1,net,PW,41,,
12675869,5/17/2018,793138,TFO,44.711711,-123.365616,,Claytonia sibirica,,1,net,PW,42,,
12676009,5/18/2018,793138,TFO,44.711711,-123.365616,,Lomatium triternatum,,1,net,PW,43,,
12676880,5/18/2018,793138,RHR,44.759065,-123.232464,,Leucanthemum vulgare,,1,net,PW,44,,
12676901,5/18/2018,793138,RHR,44.759065,-123.232464,,Taraxacum officinale,,1,net,PW,45,,
12684065,5/21/2018,808137,"Independence, OR  97351, Independence, OR, US",44.73208655,-123.1510476,,Raphanus sativus,,7,net,RM,8,5/21/2018 11:41,
12684388,5/21/2018,175529,"Independence, OR  97351, Independence, OR, US",44.73309397,-123.1508029,,Raphanus sativus,,6,net,JLP,34,,
